entry,modelname,name,race_id,gender,unique_voice_name
464,Character\Human\Male\HumanMale.mdx,Guard Parker,1,0,HumanMale
466,Character\Human\Male\HumanMale.mdx,General Marcus Jonathan,1,0,HumanMale
467,Character\Human\Male\HumanMale.mdx,The Defias Traitor,1,0,HumanMale
469,Character\Human\Male\HumanMale.mdx,Lieutenant Doren,1,0,HumanMale
482,Character\Human\Male\HumanMale.mdx,Elling Trias,1,0,HumanMale
483,Character\Human\Female\HumanFemale.mdx,Elaine Trias,1,1,HumanFemale
491,Character\Human\Male\HumanMale.mdx,Quartermaster Lewis,1,0,HumanMale
514,Character\Human\Male\HumanMale.mdx,Smith Argus,1,0,HumanMale
523,Character\Human\Male\HumanMale.mdx,Thor,1,0,HumanMale
543,Character\NightElf\Female\NightElfFemale.mdx,Nalesette Wildbringer,4,1,NightElfFemale
576,Character\Human\Female\HumanFemale.mdx,Watcher Ladimore,1,1,HumanFemale
620,Creature\Chicken\Chicken.mdx,Chicken,-1,-1,Chicken
633,Character\Human\Female\HumanFemale.mdx,Elaine Carevin,1,1,HumanFemale
656,Character\Dwarf\Male\DwarfMale.mdx,Wilder Thistlenettle,3,0,DwarfMale
658,Character\Dwarf\Male\DwarfMale.mdx,Sten Stoutarm,3,0,DwarfMale
661,Character\Human\Male\HumanMale.mdx,Jonathan Carevin,1,0,HumanMale
663,Character\Human\Male\HumanMale.mdx,Calor,1,0,HumanMale
713,Character\Dwarf\Male\DwarfMale.mdx,Balir Frosthammer,3,0,DwarfMale
714,Character\Dwarf\Male\DwarfMale.mdx,Talin Keeneye,3,0,DwarfMale
715,Character\Dwarf\Male\DwarfMale.mdx,Hemet Nesingwary,3,0,DwarfMale
715,Character\Dwarf\Male\DwarfMale.mdx,Hemet Nesingwary Jr.,3,0,DwarfMale
716,Character\Dwarf\Male\DwarfMale.mdx,Barnil Stonepot,3,0,DwarfMale
717,Character\Human\Female\HumanFemale.mdx,Ajeck Rouack,1,1,HumanFemale
718,Character\Human\Male\HumanMale.mdx,Sir S. J. Erlgadin,1,0,HumanMale
727,Character\Dwarf\Male\DwarfMale.mdx,Ironforge Mountaineer,3,0,DwarfMale
727,Character\Dwarf\Female\DwarfFemale.mdx,Ironforge Mountaineer,3,1,DwarfFemale
733,Character\Human\Female\HumanFemale.mdx,Sergeant Yohwa,1,1,HumanFemale
737,Character\Goblin\Male\GoblinMale.mdx,Kebok,9,0,GoblinMale
738,Character\Human\Male\HumanMale.mdx,Private Thorsen,1,0,HumanMale
739,Character\Human\Male\HumanMale.mdx,Brother Nimetz,1,0,HumanMale
770,Character\Human\Male\HumanMale.mdx,Corporal Kaleb,1,0,HumanMale
773,Character\Goblin\Male\GoblinMale.mdx,Krazek,9,0,GoblinMale
786,Character\Dwarf\Male\DwarfMale.mdx,Grelin Whitebeard,3,0,DwarfMale
812,Character\Human\Female\HumanFemale.mdx,Alma Jainrose,1,1,HumanFemale
820,Character\Human\Female\HumanFemale.mdx,Scout Riell,1,1,HumanFemale
821,Character\Human\Male\HumanMale.mdx,Captain Danuvin,1,0,HumanMale
823,Character\Human\Male\HumanMale.mdx,Deputy Willem,1,0,HumanMale
836,Character\Dwarf\Male\DwarfMale.mdx,Durnan Furcutter,3,0,DwarfMale
837,Character\Dwarf\Male\DwarfMale.mdx,Branstock Khalder,3,0,DwarfMale
840,Character\Human\Male\HumanMale.mdx,Watcher Backus,1,0,HumanMale
857,Character\Human\Male\HumanMale.mdx,Donal Osgood,1,0,HumanMale
859,Character\Human\Male\HumanMale.mdx,Guard Berton,1,0,HumanMale
878,Character\Human\Male\HumanMale.mdx,Scout Galiaan,1,0,HumanMale
888,Character\Human\Male\HumanMale.mdx,Watcher Dodds,1,0,HumanMale
893,Character\Human\Male\HumanMale.mdx,Lars,1,0,HumanMale
895,Character\Dwarf\Male\DwarfMale.mdx,Thorgas Grimson,3,0,DwarfMale
900,Character\Human\Male\HumanMale.mdx,Bailiff Conacher,1,0,HumanMale
903,Character\Human\Male\HumanMale.mdx,Guard Howe,1,0,HumanMale
906,Character\Human\Male\HumanMale.mdx,Maximillian Crowe,1,0,HumanMale
907,Character\Human\Male\HumanMale.mdx,Keras Wolfheart,1,0,HumanMale
911,Character\Human\Male\HumanMale.mdx,Llane Beshere,1,0,HumanMale
912,Character\Dwarf\Male\DwarfMale.mdx,Thran Khorman,3,0,DwarfMale
913,Character\Human\Female\HumanFemale.mdx,Lyria Du Lac,1,1,HumanFemale
914,Character\Human\Male\HumanMale.mdx,Ander Germaine,1,0,HumanMale
915,Character\Human\Male\HumanMale.mdx,Jorik Kerridan,1,0,HumanMale
916,Character\Dwarf\Male\DwarfMale.mdx,Solm Hargrin,3,0,DwarfMale
917,Character\Human\Female\HumanFemale.mdx,Keryn Sylvius,1,1,HumanFemale
918,Character\Human\Male\HumanMale.mdx,Osborne the Night Man,1,0,HumanMale
925,Character\Human\Male\HumanMale.mdx,Brother Sammuel,1,0,HumanMale
926,Character\Dwarf\Male\DwarfMale.mdx,Bromos Grummner,3,0,DwarfMale
927,Character\Human\Male\HumanMale.mdx,Brother Wilhelm,1,0,HumanMale
928,Character\Human\Male\HumanMale.mdx,Lord Grayson Shadowbreaker,1,0,HumanMale
931,Character\Human\Female\HumanFemale.mdx,Ariena Stormfeather,1,1,HumanFemale
944,Character\Gnome\Male\GnomeMale.mdx,Marryk Nurribit,7,0,GnomeMale
951,Character\Human\Male\HumanMale.mdx,Brother Paxton,1,0,HumanMale
952,Character\Human\Male\HumanMale.mdx,Brother Neals,1,0,HumanMale
957,Character\Human\Male\HumanMale.mdx,Dane Lindgren,1,0,HumanMale
963,Character\Human\Male\HumanMale.mdx,Deputy Rainer,1,0,HumanMale
985,Character\Orc\Male\OrcMale.mdx,Malosh,2,0,OrcMale
986,Character\Orc\Male\OrcMale.mdx,Haromm,2,0,OrcMale
987,Character\Orc\Male\OrcMale.mdx,Ogromm,2,0,OrcMale
988,Character\Orc\Male\OrcMale.mdx,Kartosh,2,0,OrcMale
1068,Character\Orc\Male\OrcMale.mdx,Gorn,2,0,OrcMale
1070,Character\Human\Male\HumanMale.mdx,Deputy Feldon,1,0,HumanMale
1071,Character\Dwarf\Male\DwarfMale.mdx,Longbraid the Grim,3,0,DwarfMale
1073,Character\Dwarf\Male\DwarfMale.mdx,Ashlan Stonesmirk,3,0,DwarfMale
1074,Character\Dwarf\Male\DwarfMale.mdx,Motley Garmason,3,0,DwarfMale
1075,Character\Dwarf\Male\DwarfMale.mdx,Rhag Garmason,3,0,DwarfMale
1076,Character\Dwarf\Female\DwarfFemale.mdx,Merrin Rockweaver,3,1,DwarfFemale
1077,Character\Dwarf\Male\DwarfMale.mdx,Prospector Whelgar,3,0,DwarfMale
1078,Character\Dwarf\Male\DwarfMale.mdx,Ormer Ironbraid,3,0,DwarfMale
1089,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Cobbleflint,3,0,DwarfMale
1090,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Wallbang,3,0,DwarfMale
1091,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Gravelgaw,3,0,DwarfMale
1092,Character\Dwarf\Male\DwarfMale.mdx,Captain Rugelfuss,3,0,DwarfMale
1093,Character\Dwarf\Male\DwarfMale.mdx,Chief Engineer Hinderweir VII,3,0,DwarfMale
1103,Character\Human\Male\HumanMale.mdx,Eldrin,1,0,HumanMale
1105,Character\Dwarf\Male\DwarfMale.mdx,Jern Hornhelm,3,0,DwarfMale
1139,Character\Dwarf\Male\DwarfMale.mdx,Magistrate Bluntnose,3,0,DwarfMale
1141,Character\Human\Male\HumanMale.mdx,Angus Stern,1,0,HumanMale
1154,Character\Dwarf\Male\DwarfMale.mdx,Marek Ironheart,3,0,DwarfMale
1156,Creature\HighElf\HighElfFemale_Hunter.mdx,Vyrin Swiftwind,-1,1,HighElfFemale_Hunter
1156,Character\BloodElf\Female\BloodElfFemale.mdx,Vyrin Swiftwind,10,1,BloodElfFemale
1182,Character\Human\Male\HumanMale.mdx,Brother Anton,1,0,HumanMale
1187,Character\Human\Male\HumanMale.mdx,Daryl the Youngling,1,0,HumanMale
1212,Character\Human\Male\HumanMale.mdx,Bishop Farthing,1,0,HumanMale
1215,Character\Human\Male\HumanMale.mdx,Alchemist Mallory,1,0,HumanMale
1217,Character\Dwarf\Male\DwarfMale.mdx,Glorin Steelbrow,3,0,DwarfMale
1218,Character\Human\Female\HumanFemale.mdx,Herbalist Pomeroy,1,1,HumanFemale
1226,Character\Dwarf\Male\DwarfMale.mdx,Maxan Anvol,3,0,DwarfMale
1228,Character\Gnome\Male\GnomeMale.mdx,Magis Sparkmantle,7,0,GnomeMale
1229,Character\Dwarf\Male\DwarfMale.mdx,Granis Swiftaxe,3,0,DwarfMale
1231,Character\Dwarf\Male\DwarfMale.mdx,Grif Wildheart,3,0,DwarfMale
1232,Character\Dwarf\Male\DwarfMale.mdx,Azar Stronghammer,3,0,DwarfMale
1234,Character\Dwarf\Male\DwarfMale.mdx,Hogral Bakkan,3,0,DwarfMale
1239,Character\Human\Male\HumanMale.mdx,First Mate Fitzsimmons,1,0,HumanMale
1241,Character\Dwarf\Male\DwarfMale.mdx,Tognus Flintfire,3,0,DwarfMale
1242,Character\Human\Male\HumanMale.mdx,Karl Boran,1,0,HumanMale
1243,Character\Dwarf\Male\DwarfMale.mdx,Hegnar Rumbleshot,3,0,DwarfMale
1244,Creature\BogBeast\BogBeast.mdx,Rethiel the Greenwarden,-1,-1,BogBeast
1246,Character\Dwarf\Male\DwarfMale.mdx,Vosur Brakthel,3,0,DwarfMale
1247,Character\Dwarf\Male\DwarfMale.mdx,Innkeeper Belm,3,0,DwarfMale
1252,Character\Dwarf\Male\DwarfMale.mdx,Senir Whitebeard,3,0,DwarfMale
1254,Character\Dwarf\Male\DwarfMale.mdx,Foreman Stonebrow,3,0,DwarfMale
1257,Character\Human\Male\HumanMale.mdx,Keldric Boucher,1,0,HumanMale
1261,Character\Dwarf\Male\DwarfMale.mdx,Veron Amberstill,3,0,DwarfMale
1265,Character\Dwarf\Female\DwarfFemale.mdx,Rudra Amberstill,3,1,DwarfFemale
1266,Character\Dwarf\Male\DwarfMale.mdx,Tundra MacGrann,3,0,DwarfMale
1267,Character\Dwarf\Male\DwarfMale.mdx,Ragnar Thunderbrew,3,0,DwarfMale
1268,Character\Gnome\Male\GnomeMale.mdx,Ozzie Togglevolt,7,0,GnomeMale
1269,Character\Gnome\Male\GnomeMale.mdx,Razzle Sprysprocket,7,0,GnomeMale
1274,Character\Dwarf\Male\DwarfMale.mdx,Senator Barin Redstone,3,0,DwarfMale
1275,Character\Human\Female\HumanFemale.mdx,Kyra Boucher,1,1,HumanFemale
1284,Character\Human\Male\HumanMale.mdx,Archbishop Benedictus,1,0,HumanMale
1285,Character\Human\Male\HumanMale.mdx,Thurman Mullby,1,0,HumanMale
1286,Character\Human\Female\HumanFemale.mdx,Edna Mullby,1,1,HumanFemale
1287,Character\Human\Female\HumanFemale.mdx,Marda Weller,1,1,HumanFemale
1289,Character\Human\Male\HumanMale.mdx,Gunther Weller,1,0,HumanMale
1292,Character\Human\Female\HumanFemale.mdx,Maris Granger,1,1,HumanFemale
1293,Character\Human\Male\HumanMale.mdx,Ambo Cash,1,0,HumanMale
1294,Character\Human\Male\HumanMale.mdx,Aldric Moore,1,0,HumanMale
1295,Character\Human\Female\HumanFemale.mdx,Lara Moore,1,1,HumanFemale
1297,Character\Human\Female\HumanFemale.mdx,Lina Stover,1,1,HumanFemale
1298,Character\Human\Male\HumanMale.mdx,Frederick Stover,1,0,HumanMale
1299,Character\Human\Female\HumanFemale.mdx,Lisbeth Schneider,1,1,HumanFemale
1300,Character\Human\Male\HumanMale.mdx,Lawrence Schneider,1,0,HumanMale
1301,Character\Human\Female\HumanFemale.mdx,Julia Gallina,1,1,HumanFemale
1302,Character\Human\Male\HumanMale.mdx,Bernard Gump,1,0,HumanMale
1303,Character\Human\Female\HumanFemale.mdx,Felicia Gump,1,1,HumanFemale
1304,Character\Human\Male\HumanMale.mdx,Darian Singh,1,0,HumanMale
1305,Character\Human\Male\HumanMale.mdx,Jarel Moor,1,0,HumanMale
1307,Character\Human\Female\HumanFemale.mdx,Charys Yserian,1,1,HumanFemale
1308,Character\Human\Male\HumanMale.mdx,Owen Vaughn,1,0,HumanMale
1309,Character\Human\Female\HumanFemale.mdx,Wynne Larson,1,1,HumanFemale
1310,Character\Human\Male\HumanMale.mdx,Evan Larson,1,0,HumanMale
1311,Character\Human\Male\HumanMale.mdx,Joachim Brenlow,1,0,HumanMale
1312,Character\Human\Female\HumanFemale.mdx,Ardwyn Cailen,1,1,HumanFemale
1313,Character\Human\Female\HumanFemale.mdx,Maria Lumere,1,1,HumanFemale
1314,Character\Human\Male\HumanMale.mdx,Duncan Cullen,1,0,HumanMale
1315,Character\Human\Male\HumanMale.mdx,Allan Hafgan,1,0,HumanMale
1317,Character\Human\Male\HumanMale.mdx,Lucan Cordell,1,0,HumanMale
1318,Character\Human\Female\HumanFemale.mdx,Jessara Cordell,1,1,HumanFemale
1319,Character\Human\Male\HumanMale.mdx,Bryan Cross,1,0,HumanMale
1320,Character\Human\Male\HumanMale.mdx,Seoman Griffith,1,0,HumanMale
1321,Character\Human\Female\HumanFemale.mdx,Alyssa Griffith,1,1,HumanFemale
1323,Character\Human\Male\HumanMale.mdx,Osric Strang,1,0,HumanMale
1324,Character\Human\Male\HumanMale.mdx,Heinrich Stone,1,0,HumanMale
1325,Character\Human\Male\HumanMale.mdx,Jasper Fel,1,0,HumanMale
1326,Character\Human\Female\HumanFemale.mdx,Sloan McCoy,1,1,HumanFemale
1327,Character\Human\Male\HumanMale.mdx,Reese Langston,1,0,HumanMale
1333,Character\Human\Male\HumanMale.mdx,Gerik Koen,1,0,HumanMale
1339,Character\Human\Female\HumanFemale.mdx,Mayda Thane,1,1,HumanFemale
1340,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Kadrell,3,0,DwarfMale
1341,Character\Human\Male\HumanMale.mdx,Wilhelm Strang,1,0,HumanMale
1342,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Rockgar,3,0,DwarfMale
1343,Character\Dwarf\Male\DwarfMale.mdx,Mountaineer Stormpike,3,0,DwarfMale
1344,Character\Dwarf\Male\DwarfMale.mdx,Prospector Ironband,3,0,DwarfMale
1345,Character\Dwarf\Male\DwarfMale.mdx,Magmar Fellhew,3,0,DwarfMale
1346,Character\Human\Male\HumanMale.mdx,Georgio Bolero,1,0,HumanMale
1347,Character\Human\Female\HumanFemale.mdx,Alexandra Bolero,1,1,HumanFemale
1348,Character\Human\Male\HumanMale.mdx,Gregory Ardus,1,0,HumanMale
1349,Character\Human\Male\HumanMale.mdx,Agustus Moulaine,1,0,HumanMale
1350,Character\Human\Female\HumanFemale.mdx,Theresa Moulaine,1,1,HumanFemale
1351,Character\Human\Male\HumanMale.mdx,Brother Cassius,1,0,HumanMale
1355,Character\Dwarf\Male\DwarfMale.mdx,Cook Ghilm,3,0,DwarfMale
1356,Character\Dwarf\Male\DwarfMale.mdx,Prospector Stormpike,3,0,DwarfMale
1365,Character\Dwarf\Male\DwarfMale.mdx,Goli Krumn,3,0,DwarfMale
1373,Character\Dwarf\Male\DwarfMale.mdx,Jarven Thunderbrew,3,0,DwarfMale
1374,Character\Dwarf\Male\DwarfMale.mdx,Rejold Barleybrew,3,0,DwarfMale
1375,Character\Dwarf\Female\DwarfFemale.mdx,Marleth Barleybrew,3,1,DwarfFemale
1376,Character\Dwarf\Male\DwarfMale.mdx,Beldin Steelgrill,3,0,DwarfMale
1377,Character\Dwarf\Male\DwarfMale.mdx,Pilot Stonegear,3,0,DwarfMale
1378,Character\Dwarf\Male\DwarfMale.mdx,Pilot Bellowfiz,3,0,DwarfMale
1379,Character\Dwarf\Male\DwarfMale.mdx,Miran,3,0,DwarfMale
1382,Character\Orc\Male\OrcMale.mdx,Mudduk,2,0,OrcMale
1383,Character\Orc\Male\OrcMale.mdx,Snarl,2,0,OrcMale
1385,Character\Orc\Male\OrcMale.mdx,Brawn,2,0,OrcMale
1386,Character\Orc\Male\OrcMale.mdx,Rogvar,2,0,OrcMale
1387,Character\Orc\Female\OrcFemale.mdx,Thysta,2,1,OrcFemale
1404,Character\Orc\Male\OrcMale.mdx,Kragg,2,0,OrcMale
1411,Character\Human\Male\HumanMale.mdx,Ian Strom,1,0,HumanMale
1416,Character\Dwarf\Male\DwarfMale.mdx,Grimand Elmore,3,0,DwarfMale
1422,Character\Human\Male\HumanMale.mdx,Corporal Sethman,1,0,HumanMale
1423,Character\Human\Male\HumanMale.mdx,Stormwind Guard,1,0,HumanMale
1423,Character\Human\Female\HumanFemale.mdx,Stormwind Guard,1,1,HumanFemale
1427,Character\Human\Male\HumanMale.mdx,Harlan Bagley,1,0,HumanMale
1428,Character\Human\Female\HumanFemale.mdx,Rema Schneider,1,1,HumanFemale
1429,Creature\HumanMaleKid\HumanMaleKid.mdx,Thurman Schneider,1,0,HumanMaleKid
1430,Character\Human\Male\HumanMale.mdx,Tomas,1,0,HumanMale
1431,Character\Human\Female\HumanFemale.mdx,Suzetta Gallina,1,1,HumanFemale
1432,Character\Human\Male\HumanMale.mdx,Renato Gallina,1,0,HumanMale
1435,Character\Human\Male\HumanMale.mdx,Zardeth of the Black Claw,1,0,HumanMale
1439,Character\Human\Male\HumanMale.mdx,Lord Baurles K. Wishock,1,0,HumanMale
1440,Character\Human\Male\HumanMale.mdx,Milton Sheaf,1,0,HumanMale
1442,Character\Orc\Male\OrcMale.mdx,Helgrum the Swift,2,0,OrcMale
1443,Character\Orc\Male\OrcMale.mdx,Fel'zerul,2,0,OrcMale
1444,Character\Human\Male\HumanMale.mdx,Brother Kristoff,1,0,HumanMale
1449,Character\Troll\Male\TrollMale.mdx,Witch Doctor Unbagwa,8,0,TrollMale
1458,Character\NightElf\Male\NightElfMale.mdx,Telurinon Moonshadow,4,0,NightElfMale
1460,Character\Human\Male\HumanMale.mdx,Unger Statforth,1,0,HumanMale
1464,Character\Dwarf\Male\DwarfMale.mdx,Innkeeper Helbrek,3,0,DwarfMale
1466,Character\Gnome\Female\GnomeFemale.mdx,Gretta Finespindle,7,1,GnomeFemale
1470,Character\Dwarf\Male\DwarfMale.mdx,Ghak Healtouch,3,0,DwarfMale
1495,Character\Scourge\Female\ScourgeFemale.mdx,Deathguard Linnea,5,1,ScourgeFemale
1496,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Dillinger,5,0,ScourgeMale
1497,Character\Scourge\Male\ScourgeMale.mdx,Gunther Arcanus,5,0,ScourgeMale
1498,Character\Scourge\Male\ScourgeMale.mdx,Bethor Iceshard,5,0,ScourgeMale
1499,Character\Scourge\Male\ScourgeMale.mdx,Magistrate Sevren,5,0,ScourgeMale
1500,Character\Scourge\Male\ScourgeMale.mdx,Coleman Farthing,5,0,ScourgeMale
1515,Character\Scourge\Male\ScourgeMale.mdx,Executor Zygand,5,0,ScourgeMale
1518,Character\Scourge\Male\ScourgeMale.mdx,Apothecary Johaan,5,0,ScourgeMale
1519,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Simmer,5,0,ScourgeMale
1521,Character\Scourge\Female\ScourgeFemale.mdx,Gretchen Dedmar,5,1,ScourgeFemale
1560,Character\Scourge\Female\ScourgeFemale.mdx,Yvette Farthing,5,1,ScourgeFemale
1568,Character\Scourge\Male\ScourgeMale.mdx,Undertaker Mordo,5,0,ScourgeMale
1569,Character\Scourge\Male\ScourgeMale.mdx,Shadow Priest Sarvis,5,0,ScourgeMale
1570,Character\Scourge\Male\ScourgeMale.mdx,Executor Arren,5,0,ScourgeMale
1571,Character\Human\Female\HumanFemale.mdx,Shellei Brondir,1,1,HumanFemale
1572,Character\Dwarf\Male\DwarfMale.mdx,Thorgrum Borrelson,3,0,DwarfMale
1573,Character\Dwarf\Male\DwarfMale.mdx,Gryth Thurden,3,0,DwarfMale
1632,Character\Human\Female\HumanFemale.mdx,Adele Fielder,1,1,HumanFemale
1646,Character\Human\Male\HumanMale.mdx,Baros Alexston,1,0,HumanMale
1651,Character\Human\Male\HumanMale.mdx,Lee Brown,1,0,HumanMale
1652,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Burgess,5,0,ScourgeMale
1661,Character\Scourge\Female\ScourgeFemale.mdx,Novice Elreth,5,1,ScourgeFemale
1676,Character\Gnome\Male\GnomeMale.mdx,Finbus Geargrind,7,0,GnomeMale
1680,Character\Human\Male\HumanMale.mdx,Matthew Hooper,1,0,HumanMale
1681,Character\Dwarf\Male\DwarfMale.mdx,Brock Stoneseeker,3,0,DwarfMale
1683,Character\Dwarf\Male\DwarfMale.mdx,Warg Deepwater,3,0,DwarfMale
1694,Character\Dwarf\Male\DwarfMale.mdx,Loslor Rudge,3,0,DwarfMale
1699,Character\Dwarf\Male\DwarfMale.mdx,Gremlock Pilsnor,3,0,DwarfMale
1700,Character\Dwarf\Male\DwarfMale.mdx,Paxton Ganter,3,0,DwarfMale
1701,Character\Dwarf\Male\DwarfMale.mdx,Dank Drizzlecut,3,0,DwarfMale
1702,Character\Dwarf\Male\DwarfMale.mdx,Bronk Guzzlegear,3,0,DwarfMale
1703,Character\Dwarf\Male\DwarfMale.mdx,Uthrar Threx,3,0,DwarfMale
1719,Character\Human\Male\HumanMale.mdx,Warden Thelwater,1,0,HumanMale
1721,Character\Human\Female\HumanFemale.mdx,Nikova Raskol,1,1,HumanFemale
1733,Creature\Imp\Imp.mdx,Zggi,-1,-1,Imp
1735,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Abraham,5,0,ScourgeMale
1738,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Terrence,5,0,ScourgeMale
1740,Character\Scourge\Male\ScourgeMale.mdx,Deathguard Saltain,5,0,ScourgeMale
